state	collection_date	n	n_sgtf	n_b117	n_seq	n_sgtf_seq
AK	2020-09-08	1	0	0	0	0
AK	2020-09-10	1	0	0	0	0
AK	2020-09-15	1	0	0	0	0
AK	2020-09-17	1	0	0	0	0
AK	2020-09-22	1	0	0	0	0
AK	2020-10-01	1	0	0	0	0
AK	2020-10-11	1	0	0	0	0
AK	2020-10-19	1	0	0	0	0
AK	2020-11-02	2	0	0	0	0
AK	2020-11-11	1	0	0	0	0
AK	2020-11-18	1	0	0	0	0
AK	2020-11-23	1	0	0	0	0
AK	2020-11-30	1	0	0	0	0
AK	2020-12-04	2	0	0	0	0
AK	2020-12-05	1	0	0	0	0
AK	2020-12-08	1	0	0	0	0
AK	2020-12-09	1	0	0	0	0
AK	2020-12-24	1	0	0	0	0
AK	2021-01-02	1	0	0	0	0
AK	2021-01-18	1	0	0	0	0
AK	2021-01-22	2	0	0	0	0
AL	2020-09-07	2	0	0	0	0
AL	2020-09-08	3	0	0	0	0
AL	2020-09-09	2	0	0	0	0
AL	2020-09-10	2	0	0	0	0
AL	2020-09-14	1	0	0	0	0
AL	2020-09-15	3	0	0	0	0
AL	2020-09-16	1	0	0	0	0
AL	2020-09-17	2	0	0	0	0
AL	2020-09-18	3	0	0	0	0
AL	2020-09-21	1	0	0	0	0
AL	2020-09-22	2	0	0	0	0
AL	2020-09-24	1	0	0	0	0
AL	2020-09-25	1	0	0	0	0
AL	2020-09-28	1	0	0	0	0
AL	2020-09-29	1	0	0	0	0
AL	2020-09-30	1	0	0	0	0
AL	2020-10-01	1	0	0	0	0
AL	2020-10-02	2	0	0	0	0
AL	2020-10-06	2	0	0	0	0
AL	2020-10-07	1	0	0	0	0
AL	2020-10-08	1	0	0	0	0
AL	2020-10-09	1	0	0	0	0
AL	2020-10-12	2	0	0	0	0
AL	2020-10-13	1	0	0	0	0
AL	2020-10-15	3	0	0	0	0
AL	2020-10-16	3	0	0	0	0
AL	2020-10-17	2	0	0	0	0
AL	2020-10-18	1	0	0	0	0
AL	2020-10-19	1	0	0	0	0
AL	2020-10-20	3	0	0	0	0
AL	2020-10-21	3	0	0	0	0
AL	2020-10-22	4	0	0	0	0
AL	2020-10-23	3	0	0	0	0
AL	2020-10-24	3	0	0	0	0
AL	2020-10-25	1	0	0	0	0
AL	2020-10-26	3	0	0	0	0
AL	2020-10-27	3	0	0	0	0
AL	2020-10-28	6	0	0	0	0
AL	2020-10-29	3	0	0	0	0
AL	2020-10-30	3	0	0	0	0
AL	2020-11-02	6	0	0	0	0
AL	2020-11-03	2	0	0	0	0
AL	2020-11-04	2	0	0	0	0
AL	2020-11-05	5	0	0	0	0
AL	2020-11-06	3	0	0	0	0
AL	2020-11-07	1	0	0	0	0
AL	2020-11-08	1	0	0	0	0
AL	2020-11-09	3	0	0	0	0
AL	2020-11-10	5	0	0	0	0
AL	2020-11-11	3	0	0	0	0
AL	2020-11-12	8	0	0	0	0
AL	2020-11-13	4	1	0	0	0
AL	2020-11-14	3	0	0	0	0
AL	2020-11-16	3	1	0	0	0
AL	2020-11-17	4	0	0	0	0
AL	2020-11-18	2	0	0	0	0
AL	2020-11-19	13	0	0	0	0
AL	2020-11-20	8	0	0	0	0
AL	2020-11-23	13	0	0	0	0
AL	2020-11-24	1	0	0	0	0
AL	2020-11-25	5	0	0	0	0
AL	2020-11-27	8	0	0	0	0
AL	2020-11-28	2	0	0	0	0
AL	2020-11-29	1	0	0	0	0
AL	2020-11-30	10	0	0	0	0
AL	2020-12-01	6	0	0	0	0
AL	2020-12-02	2	0	0	0	0
AL	2020-12-03	10	0	0	0	0
AL	2020-12-04	10	0	0	0	0
AL	2020-12-05	4	0	0	0	0
AL	2020-12-06	1	0	0	0	0
AL	2020-12-07	8	0	0	0	0
AL	2020-12-08	9	0	0	0	0
AL	2020-12-09	8	0	0	0	0
AL	2020-12-10	11	0	0	0	0
AL	2020-12-11	14	0	0	0	0
AL	2020-12-12	4	0	0	0	0
AL	2020-12-13	1	0	0	0	0
AL	2020-12-14	5	0	0	0	0
AL	2020-12-15	11	0	0	0	0
AL	2020-12-16	4	1	0	0	0
AL	2020-12-17	8	0	0	0	0
AL	2020-12-18	8	0	0	0	0
AL	2020-12-19	2	0	0	0	0
AL	2020-12-20	1	0	0	0	0
AL	2020-12-21	3	0	0	0	0
AL	2020-12-22	16	0	0	0	0
AL	2020-12-23	11	0	0	0	0
AL	2020-12-24	7	0	0	0	0
AL	2020-12-26	3	0	0	0	0
AL	2020-12-27	10	1	0	1	1
AL	2020-12-28	8	0	0	0	0
AL	2020-12-29	12	0	0	0	0
AL	2020-12-30	11	0	0	0	0
AL	2020-12-31	6	0	0	0	0
AL	2021-01-02	9	1	0	2	1
AL	2021-01-03	13	0	0	2	0
AL	2021-01-04	6	0	0	1	0
AL	2021-01-05	14	0	0	2	0
AL	2021-01-06	6	0	0	1	0
AL	2021-01-07	7	0	0	0	0
AL	2021-01-08	4	0	0	0	0
AL	2021-01-09	1	0	0	0	0
AL	2021-01-10	2	0	0	0	0
AL	2021-01-11	4	0	0	1	0
AL	2021-01-12	9	0	0	4	0
AL	2021-01-13	6	0	0	0	0
AL	2021-01-14	8	0	0	1	0
AL	2021-01-15	7	0	0	0	0
AL	2021-01-16	1	0	0	0	0
AL	2021-01-17	2	0	0	0	0
AL	2021-01-18	5	0	0	0	0
AL	2021-01-19	11	0	0	0	0
AL	2021-01-20	6	0	0	0	0
AL	2021-01-21	5	0	0	0	0
AL	2021-01-22	10	0	0	0	0
AL	2021-01-23	5	0	0	0	0
AL	2021-01-24	2	0	0	0	0
AL	2021-01-25	4	0	0	0	0
AL	2021-01-26	5	0	0	0	0
AL	2021-01-27	2	0	0	0	0
AL	2021-01-28	2	0	0	0	0
AL	2021-01-29	5	0	0	0	0
AR	2020-09-08	2	0	0	0	0
AR	2020-09-10	2	0	0	0	0
AR	2020-09-12	1	0	0	0	0
AR	2020-09-14	1	0	0	0	0
AR	2020-09-15	1	0	0	0	0
AR	2020-09-17	1	0	0	0	0
AR	2020-09-21	1	0	0	0	0
AR	2020-09-22	2	0	0	0	0
AR	2020-09-24	2	0	0	0	0
AR	2020-09-29	2	0	0	0	0
AR	2020-10-01	2	0	0	0	0
AR	2020-10-04	1	0	0	0	0
AR	2020-10-06	1	0	0	0	0
AR	2020-10-10	1	0	0	0	0
AR	2020-10-13	1	0	0	0	0
AR	2020-10-17	1	0	0	0	0
AR	2020-10-19	1	0	0	0	0
AR	2020-10-20	1	0	0	0	0
AR	2020-10-23	1	0	0	0	0
AR	2020-10-24	1	0	0	0	0
AR	2020-10-29	2	0	0	0	0
AR	2020-10-31	2	0	0	0	0
AR	2020-11-02	3	0	0	0	0
AR	2020-11-03	1	0	0	0	0
AR	2020-11-04	3	0	0	0	0
AR	2020-11-06	1	0	0	0	0
AR	2020-11-07	1	0	0	0	0
AR	2020-11-09	1	0	0	0	0
AR	2020-11-11	1	0	0	0	0
AR	2020-11-12	2	0	0	0	0
AR	2020-11-14	2	0	0	0	0
AR	2020-11-16	1	0	0	0	0
AR	2020-11-17	3	0	0	0	0
AR	2020-11-19	2	0	0	0	0
AR	2020-11-20	2	0	0	0	0
AR	2020-11-21	2	0	0	0	0
AR	2020-11-23	1	0	0	0	0
AR	2020-11-24	2	0	0	0	0
AR	2020-11-25	3	0	0	0	0
AR	2020-11-28	1	0	0	0	0
AR	2020-11-29	1	0	0	0	0
AR	2020-11-30	1	0	0	0	0
AR	2020-12-01	1	0	0	0	0
AR	2020-12-02	1	0	0	0	0
AR	2020-12-03	2	0	0	0	0
AR	2020-12-05	2	0	0	0	0
AR	2020-12-07	1	0	0	0	0
AR	2020-12-10	2	0	0	0	0
AR	2020-12-11	1	0	0	0	0
AR	2020-12-12	3	0	0	0	0
AR	2020-12-14	2	0	0	0	0
AR	2020-12-15	2	0	0	0	0
AR	2020-12-16	2	0	0	0	0
AR	2020-12-17	4	0	0	0	0
AR	2020-12-18	1	0	0	0	0
AR	2020-12-19	2	0	0	0	0
AR	2020-12-20	1	0	0	0	0
AR	2020-12-21	3	0	0	0	0
AR	2020-12-23	2	0	0	0	0
AR	2020-12-26	3	0	0	0	0
AR	2020-12-31	1	0	0	0	0
AR	2021-01-02	2	0	0	1	0
AR	2021-01-03	1	0	0	0	0
AR	2021-01-04	3	0	0	2	0
AR	2021-01-05	3	0	0	1	0
AR	2021-01-06	2	0	0	0	0
AR	2021-01-07	4	0	0	1	0
AR	2021-01-08	1	0	0	0	0
AR	2021-01-09	1	0	0	1	0
AR	2021-01-11	1	0	0	0	0
AR	2021-01-12	1	0	0	0	0
AR	2021-01-14	3	0	0	1	0
AR	2021-01-15	2	0	0	0	0
AR	2021-01-16	2	0	0	0	0
AR	2021-01-19	1	0	0	0	0
AR	2021-01-20	1	0	0	0	0
AR	2021-01-21	3	0	0	0	0
AR	2021-01-23	2	0	0	0	0
AR	2021-01-24	1	0	0	0	0
AR	2021-01-27	2	0	0	0	0
AR	2021-01-29	1	0	0	0	0
AZ	2020-09-05	1	0	0	0	0
AZ	2020-09-11	1	0	0	0	0
AZ	2020-09-14	1	0	0	0	0
AZ	2020-09-15	3	0	0	0	0
AZ	2020-09-16	1	0	0	0	0
AZ	2020-09-17	2	0	0	0	0
AZ	2020-09-18	14	0	0	0	0
AZ	2020-09-19	12	0	0	0	0
AZ	2020-09-20	10	0	0	0	0
AZ	2020-09-21	17	0	0	0	0
AZ	2020-09-22	22	0	0	0	0
AZ	2020-09-23	13	0	0	0	0
AZ	2020-09-24	30	0	0	0	0
AZ	2020-09-25	13	0	0	0	0
AZ	2020-09-26	22	0	0	0	0
AZ	2020-09-27	16	0	0	0	0
AZ	2020-09-28	29	0	0	0	0
AZ	2020-09-29	24	0	0	0	0
AZ	2020-09-30	28	0	0	0	0
AZ	2020-10-01	29	0	0	0	0
AZ	2020-10-02	24	0	0	0	0
AZ	2020-10-03	47	0	0	0	0
AZ	2020-10-04	22	0	0	0	0
AZ	2020-10-05	31	0	0	0	0
AZ	2020-10-06	27	0	0	0	0
AZ	2020-10-07	31	0	0	0	0
AZ	2020-10-08	27	0	0	0	0
AZ	2020-10-09	22	0	0	0	0
AZ	2020-10-10	29	0	0	0	0
AZ	2020-10-11	16	0	0	0	0
AZ	2020-10-12	34	1	0	0	0
AZ	2020-10-13	24	0	0	0	0
AZ	2020-10-14	21	0	0	0	0
AZ	2020-10-15	35	0	0	0	0
AZ	2020-10-16	37	0	0	0	0
AZ	2020-10-17	38	0	0	0	0
AZ	2020-10-18	23	0	0	0	0
AZ	2020-10-19	36	0	0	0	0
AZ	2020-10-20	39	0	0	0	0
AZ	2020-10-21	42	0	0	0	0
AZ	2020-10-22	48	0	0	0	0
AZ	2020-10-23	49	0	0	0	0
AZ	2020-10-24	47	0	0	0	0
AZ	2020-10-25	35	0	0	0	0
AZ	2020-10-26	40	0	0	0	0
AZ	2020-10-27	57	1	0	0	0
AZ	2020-10-28	55	0	0	0	0
AZ	2020-10-29	56	0	0	0	0
AZ	2020-10-30	57	0	0	0	0
AZ	2020-10-31	67	0	0	0	0
AZ	2020-11-01	42	0	0	0	0
AZ	2020-11-02	56	0	0	0	0
AZ	2020-11-03	65	0	0	0	0
AZ	2020-11-04	67	0	0	0	0
AZ	2020-11-05	71	0	0	0	0
AZ	2020-11-06	54	0	0	0	0
AZ	2020-11-07	54	0	0	0	0
AZ	2020-11-08	43	0	0	0	0
AZ	2020-11-09	76	0	0	0	0
AZ	2020-11-10	60	0	0	0	0
AZ	2020-11-11	42	0	0	0	0
AZ	2020-11-12	48	0	0	0	0
AZ	2020-11-13	51	0	0	0	0
AZ	2020-11-14	44	0	0	0	0
AZ	2020-11-15	33	0	0	0	0
AZ	2020-11-16	35	0	0	0	0
AZ	2020-11-17	55	0	0	0	0
AZ	2020-11-18	37	0	0	0	0
AZ	2020-11-19	44	0	0	0	0
AZ	2020-11-20	28	0	0	0	0
AZ	2020-11-21	21	0	0	0	0
AZ	2020-11-22	13	0	0	0	0
AZ	2020-11-23	47	0	0	0	0
AZ	2020-11-24	26	0	0	0	0
AZ	2020-11-25	34	0	0	0	0
AZ	2020-11-27	43	0	0	0	0
AZ	2020-11-28	34	0	0	0	0
AZ	2020-11-29	41	0	0	0	0
AZ	2020-11-30	48	0	0	0	0
AZ	2020-12-01	56	0	0	0	0
AZ	2020-12-02	28	0	0	0	0
AZ	2020-12-03	37	0	0	0	0
AZ	2020-12-04	68	0	0	0	0
AZ	2020-12-05	74	0	0	0	0
AZ	2020-12-06	77	0	0	0	0
AZ	2020-12-07	82	0	0	0	0
AZ	2020-12-08	119	0	0	0	0
AZ	2020-12-09	70	0	0	0	0
AZ	2020-12-10	91	0	0	0	0
AZ	2020-12-11	77	0	0	0	0
AZ	2020-12-12	78	0	0	0	0
AZ	2020-12-13	81	0	0	0	0
AZ	2020-12-14	99	0	0	0	0
AZ	2020-12-15	98	0	0	0	0
AZ	2020-12-16	89	0	0	0	0
AZ	2020-12-17	71	0	0	0	0
AZ	2020-12-18	82	0	0	0	0
AZ	2020-12-19	60	0	0	0	0
AZ	2020-12-20	77	0	0	0	0
AZ	2020-12-21	94	0	0	0	0
AZ	2020-12-22	94	0	0	0	0
AZ	2020-12-23	112	0	0	0	0
AZ	2020-12-24	116	0	0	0	0
AZ	2020-12-26	119	1	0	1	1
AZ	2020-12-27	94	0	0	0	0
AZ	2020-12-28	125	1	0	1	1
AZ	2020-12-29	145	0	0	0	0
AZ	2020-12-30	126	0	0	0	0
AZ	2020-12-31	114	0	0	0	0
AZ	2021-01-02	115	0	0	2	0
AZ	2021-01-03	118	0	0	6	0
AZ	2021-01-04	160	0	0	3	0
AZ	2021-01-05	130	0	0	3	0
AZ	2021-01-06	125	0	0	3	0
AZ	2021-01-07	117	0	0	0	0
AZ	2021-01-08	129	0	0	0	0
AZ	2021-01-09	109	0	0	1	0
AZ	2021-01-10	81	0	0	0	0
AZ	2021-01-11	163	0	0	1	0
AZ	2021-01-12	133	0	0	1	0
AZ	2021-01-13	93	1	0	0	0
AZ	2021-01-14	105	0	0	1	0
AZ	2021-01-15	92	0	0	0	0
AZ	2021-01-16	108	0	0	0	0
AZ	2021-01-17	80	0	0	0	0
AZ	2021-01-18	125	0	0	0	0
AZ	2021-01-19	141	1	0	0	0
AZ	2021-01-20	101	0	0	0	0
AZ	2021-01-21	133	0	0	0	0
AZ	2021-01-22	97	2	0	0	0
AZ	2021-01-23	79	0	0	0	0
AZ	2021-01-24	74	1	0	0	0
AZ	2021-01-25	116	0	0	0	0
AZ	2021-01-26	89	1	0	0	0
AZ	2021-01-27	106	0	0	0	0
AZ	2021-01-28	85	0	0	0	0
AZ	2021-01-29	78	1	0	0	0
AZ	2021-01-30	2	0	0	0	0
CA	2020-09-05	2	0	0	0	0
CA	2020-09-07	8	0	0	0	0
CA	2020-09-08	75	0	0	0	0
CA	2020-09-09	72	0	0	0	0
CA	2020-09-10	65	0	0	0	0
CA	2020-09-11	65	0	0	0	0
CA	2020-09-12	31	0	0	0	0
CA	2020-09-13	39	0	0	0	0
CA	2020-09-14	81	2	0	0	0
CA	2020-09-15	58	0	0	0	0
CA	2020-09-16	87	0	0	0	0
CA	2020-09-17	65	1	0	0	0
CA	2020-09-18	57	0	0	0	0
CA	2020-09-19	48	0	0	0	0
CA	2020-09-20	28	0	0	0	0
CA	2020-09-21	68	0	0	0	0
CA	2020-09-22	49	0	0	0	0
CA	2020-09-23	62	0	0	0	0
CA	2020-09-24	48	0	0	0	0
CA	2020-09-25	53	0	0	0	0
CA	2020-09-26	24	0	0	0	0
CA	2020-09-27	32	1	0	0	0
CA	2020-09-28	82	0	0	0	0
CA	2020-09-29	59	1	0	0	0
CA	2020-09-30	50	0	0	0	0
CA	2020-10-01	52	0	0	0	0
CA	2020-10-02	65	0	0	0	0
CA	2020-10-03	42	0	0	0	0
CA	2020-10-04	50	0	0	0	0
CA	2020-10-05	84	0	0	0	0
CA	2020-10-06	73	2	0	0	0
CA	2020-10-07	75	0	0	0	0
CA	2020-10-08	82	0	0	0	0
CA	2020-10-09	72	1	0	0	0
CA	2020-10-10	62	1	0	0	0
CA	2020-10-11	59	0	0	0	0
CA	2020-10-12	144	3	0	0	0
CA	2020-10-13	107	0	0	0	0
CA	2020-10-14	81	2	0	0	0
CA	2020-10-15	117	0	0	0	0
CA	2020-10-16	93	0	0	0	0
CA	2020-10-17	82	2	0	0	0
CA	2020-10-18	107	0	0	0	0
CA	2020-10-19	138	0	0	0	0
CA	2020-10-20	124	0	0	0	0
CA	2020-10-21	109	1	0	0	0
CA	2020-10-22	145	1	0	0	0
CA	2020-10-23	134	0	0	0	0
CA	2020-10-24	95	0	0	0	0
CA	2020-10-25	103	0	0	0	0
CA	2020-10-26	151	0	0	0	0
CA	2020-10-27	147	0	0	0	0
CA	2020-10-28	125	0	0	0	0
CA	2020-10-29	116	0	0	0	0
CA	2020-10-30	129	0	0	0	0
CA	2020-10-31	132	0	0	0	0
CA	2020-11-01	129	0	0	0	0
CA	2020-11-02	212	0	0	0	0
CA	2020-11-03	203	0	0	0	0
CA	2020-11-04	201	0	0	0	0
CA	2020-11-05	242	2	0	0	0
CA	2020-11-06	201	0	0	0	0
CA	2020-11-07	103	0	0	0	0
CA	2020-11-08	127	0	0	0	0
CA	2020-11-09	325	0	0	0	0
CA	2020-11-10	277	0	0	0	0
CA	2020-11-11	270	0	0	0	0
CA	2020-11-12	312	0	0	0	0
CA	2020-11-13	277	0	0	0	0
CA	2020-11-14	232	0	0	0	0
CA	2020-11-15	273	0	0	0	0
CA	2020-11-16	458	0	0	0	0
CA	2020-11-17	424	1	0	0	0
CA	2020-11-18	408	0	0	0	0
CA	2020-11-19	444	1	0	0	0
CA	2020-11-20	442	0	0	0	0
CA	2020-11-21	343	1	0	0	0
CA	2020-11-22	329	0	0	0	0
CA	2020-11-23	484	0	0	0	0
CA	2020-11-24	470	0	0	0	0
CA	2020-11-25	455	0	0	0	0
CA	2020-11-26	141	0	0	0	0
CA	2020-11-27	494	0	0	0	0
CA	2020-11-28	400	1	0	0	0
CA	2020-11-29	408	2	0	0	0
CA	2020-11-30	775	0	0	0	0
CA	2020-12-01	713	0	0	0	0
CA	2020-12-02	695	0	0	0	0
CA	2020-12-03	743	0	0	0	0
CA	2020-12-04	619	1	0	0	0
CA	2020-12-05	454	0	0	0	0
CA	2020-12-06	507	2	0	0	0
CA	2020-12-07	1015	1	0	0	0
CA	2020-12-08	919	0	0	0	0
CA	2020-12-09	957	2	0	0	0
CA	2020-12-10	957	3	0	0	0
CA	2020-12-11	823	0	0	0	0
CA	2020-12-12	741	4	0	0	0
CA	2020-12-13	685	0	0	0	0
CA	2020-12-14	1232	5	0	0	0
CA	2020-12-15	1053	4	0	0	0
CA	2020-12-16	1047	4	0	0	0
CA	2020-12-17	1070	8	0	0	0
CA	2020-12-18	909	6	0	0	0
CA	2020-12-19	773	2	0	0	0
CA	2020-12-20	669	2	1	1	1
CA	2020-12-21	995	3	1	3	3
CA	2020-12-22	1041	10	0	0	0
CA	2020-12-23	1000	2	0	0	0
CA	2020-12-24	819	4	0	1	1
CA	2020-12-25	244	1	0	0	0
CA	2020-12-26	1014	4	4	4	4
CA	2020-12-27	949	3	2	3	3
CA	2020-12-28	1212	4	3	4	4
CA	2020-12-29	1467	10	7	10	10
CA	2020-12-30	1457	8	4	7	7
CA	2020-12-31	1247	7	7	9	7
CA	2021-01-01	534	0	0	0	0
CA	2021-01-02	1092	7	4	13	4
CA	2021-01-03	1044	7	5	10	5
CA	2021-01-04	1607	5	1	7	1
CA	2021-01-05	1388	20	15	31	19
CA	2021-01-06	1289	7	4	14	7
CA	2021-01-07	1189	10	9	13	9
CA	2021-01-08	984	9	0	0	0
CA	2021-01-09	798	0	0	1	0
CA	2021-01-10	644	7	0	0	0
CA	2021-01-11	1036	12	7	10	7
CA	2021-01-12	872	9	3	8	4
CA	2021-01-13	850	4	4	10	4
CA	2021-01-14	814	12	1	1	1
CA	2021-01-15	719	4	1	3	1
CA	2021-01-16	630	13	0	0	0
CA	2021-01-17	530	3	0	0	0
CA	2021-01-18	835	6	0	0	0
CA	2021-01-19	667	10	0	0	0
CA	2021-01-20	682	12	0	0	0
CA	2021-01-21	674	20	0	0	0
CA	2021-01-22	630	7	0	0	0
CA	2021-01-23	437	7	0	0	0
CA	2021-01-24	423	12	0	0	0
CA	2021-01-25	538	17	0	0	0
CA	2021-01-26	545	13	0	0	0
CA	2021-01-27	541	8	0	0	0
CA	2021-01-28	534	11	0	0	0
CA	2021-01-29	312	3	0	0	0
CA	2021-01-30	69	3	0	0	0
CO	2020-09-11	1	0	0	0	0
CO	2020-09-21	2	0	0	0	0
CO	2020-09-22	1	0	0	0	0
CO	2020-09-29	5	0	0	0	0
CO	2020-09-30	1	0	0	0	0
CO	2020-10-03	1	0	0	0	0
CO	2020-10-04	1	0	0	0	0
CO	2020-10-05	1	0	0	0	0
CO	2020-10-06	1	0	0	0	0
CO	2020-10-10	1	0	0	0	0
CO	2020-10-13	2	0	0	0	0
CO	2020-10-14	1	0	0	0	0
CO	2020-10-22	4	0	0	0	0
CO	2020-10-23	1	0	0	0	0
CO	2020-10-24	2	0	0	0	0
CO	2020-10-27	2	0	0	0	0
CO	2020-10-28	1	0	0	0	0
CO	2020-10-29	2	0	0	0	0
CO	2020-10-30	1	0	0	0	0
CO	2020-10-31	1	0	0	0	0
CO	2020-11-03	4	0	0	0	0
CO	2020-11-05	3	0	0	0	0
CO	2020-11-06	1	0	0	0	0
CO	2020-11-08	1	0	0	0	0
CO	2020-11-09	1	0	0	0	0
CO	2020-11-10	6	0	0	0	0
CO	2020-11-12	2	0	0	0	0
CO	2020-11-13	1	0	0	0	0
CO	2020-11-14	1	0	0	0	0
CO	2020-11-16	1	0	0	0	0
CO	2020-11-17	9	0	0	0	0
CO	2020-11-19	2	0	0	0	0
CO	2020-11-20	4	0	0	0	0
CO	2020-11-23	4	0	0	0	0
CO	2020-11-24	7	0	0	0	0
CO	2020-11-25	3	0	0	0	0
CO	2020-11-27	1	0	0	0	0
CO	2020-11-28	3	0	0	0	0
CO	2020-11-30	1	0	0	0	0
CO	2020-12-01	4	0	0	0	0
CO	2020-12-02	3	0	0	0	0
CO	2020-12-03	1	0	0	0	0
CO	2020-12-04	1	0	0	0	0
CO	2020-12-05	4	0	0	0	0
CO	2020-12-07	4	0	0	0	0
CO	2020-12-08	2	0	0	0	0
CO	2020-12-09	2	0	0	0	0
CO	2020-12-10	5	0	0	0	0
CO	2020-12-12	5	0	0	0	0
CO	2020-12-14	5	0	0	0	0
CO	2020-12-15	5	0	0	0	0
CO	2020-12-17	4	0	0	0	0
CO	2020-12-18	3	0	0	0	0
CO	2020-12-19	2	0	0	0	0
CO	2020-12-22	3	0	0	0	0
CO	2020-12-23	2	0	0	0	0
CO	2020-12-24	1	0	0	0	0
CO	2020-12-26	2	0	0	0	0
CO	2020-12-27	2	0	0	0	0
CO	2020-12-28	1	0	0	0	0
CO	2020-12-29	1	0	0	0	0
CO	2020-12-30	4	0	0	0	0
CO	2020-12-31	1	0	0	0	0
CO	2021-01-02	1	0	0	1	0
CO	2021-01-04	1	0	0	1	0
CO	2021-01-05	2	0	0	2	0
CO	2021-01-06	1	0	0	0	0
CO	2021-01-07	1	1	0	0	0
CO	2021-01-09	1	0	0	1	0
CO	2021-01-11	2	0	0	0	0
CO	2021-01-12	5	0	0	0	0
CO	2021-01-13	2	0	0	0	0
CO	2021-01-17	1	0	0	0	0
CO	2021-01-18	1	0	0	0	0
CO	2021-01-19	3	0	0	0	0
CO	2021-01-20	1	0	0	0	0
CO	2021-01-21	2	0	0	0	0
CO	2021-01-22	1	0	0	0	0
CO	2021-01-23	1	0	0	0	0
CO	2021-01-24	1	1	0	0	0
CO	2021-01-25	1	0	0	0	0
CO	2021-01-27	1	0	0	0	0
CO	2021-01-29	1	0	0	0	0
CT	2020-09-09	2	0	0	0	0
CT	2020-09-12	1	0	0	0	0
CT	2020-09-15	1	0	0	0	0
CT	2020-09-16	1	0	0	0	0
CT	2020-09-17	1	0	0	0	0
CT	2020-09-18	1	0	0	0	0
CT	2020-09-21	1	0	0	0	0
CT	2020-10-05	1	0	0	0	0
CT	2020-10-07	2	0	0	0	0
CT	2020-10-13	1	0	0	0	0
CT	2020-10-15	1	0	0	0	0
CT	2020-10-16	1	0	0	0	0
CT	2020-10-17	1	0	0	0	0
CT	2020-10-20	1	0	0	0	0
CT	2020-10-24	2	0	0	0	0
CT	2020-10-25	1	0	0	0	0
CT	2020-10-29	1	0	0	0	0
CT	2020-11-01	1	0	0	0	0
CT	2020-11-03	1	0	0	0	0
CT	2020-11-04	1	0	0	0	0
CT	2020-11-05	1	0	0	0	0
CT	2020-11-08	1	0	0	0	0
CT	2020-11-09	1	0	0	0	0
CT	2020-11-10	1	0	0	0	0
CT	2020-11-12	3	0	0	0	0
CT	2020-11-14	2	0	0	0	0
CT	2020-11-15	1	0	0	0	0
CT	2020-11-16	2	0	0	0	0
CT	2020-11-17	2	0	0	0	0
CT	2020-11-18	3	0	0	0	0
CT	2020-11-19	3	0	0	0	0
CT	2020-11-20	4	0	0	0	0
CT	2020-11-21	6	0	0	0	0
CT	2020-11-23	5	0	0	0	0
CT	2020-11-24	2	0	0	0	0
CT	2020-11-25	1	0	0	0	0
CT	2020-11-27	1	0	0	0	0
CT	2020-11-28	2	0	0	0	0
CT	2020-11-29	1	0	0	0	0
CT	2020-11-30	1	0	0	0	0
CT	2020-12-01	3	0	0	0	0
CT	2020-12-02	2	0	0	0	0
CT	2020-12-03	2	0	0	0	0
CT	2020-12-05	3	0	0	0	0
CT	2020-12-07	2	0	0	0	0
CT	2020-12-08	1	0	0	0	0
CT	2020-12-09	3	0	0	0	0
CT	2020-12-10	3	0	0	0	0
CT	2020-12-11	3	0	0	0	0
CT	2020-12-12	3	0	0	0	0
CT	2020-12-13	1	0	0	0	0
CT	2020-12-14	1	0	0	0	0
CT	2020-12-15	5	0	0	0	0
CT	2020-12-17	2	0	0	0	0
CT	2020-12-18	2	0	0	0	0
CT	2020-12-20	3	0	0	0	0
CT	2020-12-21	3	0	0	0	0
CT	2020-12-22	2	0	0	0	0
CT	2020-12-24	2	0	0	0	0
CT	2020-12-26	2	0	0	0	0
CT	2020-12-27	1	0	0	0	0
CT	2020-12-28	2	0	0	0	0
CT	2020-12-30	3	0	0	0	0
CT	2021-01-02	2	0	0	0	0
CT	2021-01-03	1	0	0	1	0
CT	2021-01-04	3	0	0	1	0
CT	2021-01-05	2	0	0	1	0
CT	2021-01-06	1	0	0	1	0
CT	2021-01-07	3	0	0	0	0
CT	2021-01-08	4	0	0	0	0
CT	2021-01-12	2	0	0	1	0
CT	2021-01-13	2	0	0	0	0
CT	2021-01-14	3	0	0	0	0
CT	2021-01-15	2	0	0	0	0
CT	2021-01-16	1	0	0	0	0
CT	2021-01-17	1	0	0	0	0
CT	2021-01-18	1	0	0	0	0
CT	2021-01-19	2	0	0	0	0
CT	2021-01-21	3	0	0	0	0
CT	2021-01-22	2	0	0	0	0
CT	2021-01-23	2	0	0	0	0
CT	2021-01-24	1	0	0	0	0
CT	2021-01-25	1	0	0	0	0
CT	2021-01-26	1	0	0	0	0
CT	2021-01-28	2	0	0	0	0
DC	2020-10-21	1	0	0	0	0
DC	2020-11-02	1	0	0	0	0
DC	2020-11-03	1	0	0	0	0
DC	2020-11-19	1	0	0	0	0
DC	2020-11-21	1	0	0	0	0
DC	2020-11-27	1	0	0	0	0
DC	2020-11-28	1	0	0	0	0
DC	2020-11-29	1	0	0	0	0
DC	2020-12-04	1	0	0	0	0
DC	2020-12-07	1	0	0	0	0
DC	2020-12-27	1	0	0	0	0
DC	2020-12-28	1	0	0	0	0
